549,6,0,0,0,0,0,0,0
3,597,0,0,0,0,0,0,0
7,12,563,18,0,0,0,0,0
0,10,11,570,9,0,0,0,0
17,16,0,0,491,76,0,0,0
15,19,0,0,33,533,0,0,0
39,2,79,0,12,18,441,4,5
48,11,0,0,0,0,0,523,18
13,28,0,0,2,0,0,2,555
